TotalSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,SleepEfficiency
6910.0,4.75,2.21000003814697,0.189999997615814,2.34999990463257,27.0,4.0,200.0,667.0,2336.0,1.0,502.0,542.0,92.619926199262
7502.0,5.17999982833862,2.48000001907349,0.109999999403954,2.57999992370605,30.0,2.0,233.0,725.0,2421.0,2.0,417.0,450.0,92.66666666666666
2923.0,1.96000003814697,0.0,0.0,1.96000003814697,0.0,0.0,180.0,897.0,2070.0,2.0,337.0,363.0,92.8374655647383
3800.0,2.54999995231628,0.119999997317791,0.239999994635582,2.1800000667572,2.0,6.0,185.0,734.0,2120.0,2.0,462.0,513.0,90.05847953216374
4514.0,3.02999997138977,0.0,0.0,3.02999997138977,0.0,0.0,229.0,809.0,2211.0,2.0,374.0,402.0,93.03482587064677
5183.0,3.58999991416931,2.13000011444092,0.189999997615814,1.25,26.0,4.0,108.0,866.0,2123.0,2.0,401.0,436.0,91.97247706422019
7303.0,4.90000009536743,0.0,0.25,4.65000009536743,0.0,8.0,308.0,733.0,2423.0,1.0,361.0,391.0,92.32736572890026
5275.0,3.53999996185303,0.0,0.0,3.53999996185303,0.0,0.0,266.0,641.0,2281.0,1.0,457.0,533.0,85.74108818011257
3915.0,2.63000011444092,0.0,0.0,2.63000011444092,0.0,0.0,231.0,783.0,2181.0,1.0,405.0,426.0,95.07042253521126
9105.0,6.1100001335144,2.25,1.0,2.85999989509583,34.0,22.0,232.0,622.0,2499.0,1.0,499.0,530.0,94.15094339622641
768.0,0.519999980926514,0.0,0.0,0.519999980926514,0.0,0.0,58.0,380.0,1212.0,1.0,483.0,501.0,96.40718562874252
13743.0,9.07999992370605,0.419999986886978,0.970000028610229,7.69999980926514,6.0,21.0,432.0,844.0,2486.0,1.0,126.0,137.0,91.97080291970804
9148.0,6.05000019073486,0.430000007152557,2.02999997138977,3.58999991416931,12.0,41.0,283.0,1062.0,2223.0,1.0,103.0,121.0,85.12396694214877
7833.0,5.17999982833862,1.01999998092651,1.85000002384186,2.30999994277954,15.0,29.0,197.0,1096.0,1918.0,1.0,171.0,179.0,95.53072625698324
3428.0,2.26999998092651,0.0,0.0,2.26999998092651,0.0,0.0,190.0,1121.0,1692.0,1.0,115.0,129.0,89.14728682170544
6543.0,4.32999992370605,1.79999995231628,0.5,2.01999998092651,66.0,35.0,238.0,1019.0,2666.0,1.0,123.0,134.0,91.7910447761194
7213.0,5.88000011444092,0.0,0.0,5.84999990463257,0.0,0.0,263.0,718.0,2947.0,1.0,425.0,439.0,96.81093394077449
6877.0,5.57999992370605,0.0,0.0,5.57999992370605,0.0,0.0,258.0,777.0,2898.0,2.0,400.0,430.0,93.02325581395348
7860.0,6.36999988555908,0.0,0.0,6.36999988555908,0.0,0.0,271.0,772.0,2984.0,1.0,384.0,415.0,92.53012048192771
6506.0,5.28000020980835,0.0700000002980232,0.419999986886978,4.78999996185303,1.0,8.0,256.0,944.0,2896.0,1.0,253.0,257.0,98.44357976653697
11140.0,9.02999973297119,0.239999994635582,1.25,7.53999996185303,3.0,24.0,335.0,556.0,3328.0,2.0,382.0,406.0,94.08866995073892
12692.0,10.289999961853,0.959999978542328,3.46000003814697,5.88000011444092,12.0,66.0,302.0,437.0,3394.0,1.0,591.0,612.0,96.56862745098039
9105.0,7.38000011444092,1.82000005245209,1.49000000953674,4.07000017166138,22.0,30.0,191.0,890.0,3013.0,1.0,293.0,312.0,93.91025641025641
6708.0,5.44000005722046,0.879999995231628,0.370000004768372,4.19000005722046,10.0,8.0,179.0,757.0,2812.0,1.0,457.0,487.0,93.83983572895276
8793.0,7.13000011444092,0.159999996423721,1.23000001907349,5.73000001907349,2.0,29.0,260.0,717.0,3061.0,1.0,454.0,468.0,97.00854700854701
6530.0,5.30000019073486,0.310000002384186,2.04999995231628,2.94000005722046,4.0,41.0,144.0,901.0,2729.0,1.0,425.0,434.0,97.92626728110599
15126.0,12.2700004577637,0.759999990463257,3.24000000953674,8.27000045776367,9.0,66.0,408.0,469.0,3691.0,1.0,465.0,475.0,97.89473684210527
15050.0,12.2200002670288,1.20000004768372,5.11999988555908,5.88000011444092,15.0,95.0,281.0,542.0,3538.0,1.0,480.0,506.0,94.86166007905138
9167.0,7.42999982833862,0.490000009536743,0.819999992847443,6.1100001335144,6.0,15.0,270.0,730.0,3064.0,1.0,370.0,380.0,97.36842105263158
6108.0,4.94999980926514,0.0700000002980232,0.349999994039536,4.53999996185303,1.0,8.0,216.0,765.0,2784.0,1.0,421.0,429.0,98.13519813519814
7047.0,5.71999979019165,0.0900000035762787,0.800000011920929,4.78000020980835,1.0,16.0,238.0,733.0,2908.0,1.0,432.0,449.0,96.21380846325167
9023.0,7.32000017166138,1.12999999523163,0.419999986886978,5.76999998092651,14.0,9.0,232.0,738.0,3033.0,1.0,442.0,461.0,95.87852494577007
9930.0,8.05000019073486,1.05999994277954,0.920000016689301,6.07000017166138,12.0,19.0,267.0,692.0,3165.0,1.0,433.0,447.0,96.86800894854586
10144.0,8.22999954223633,0.319999992847443,2.02999997138977,5.88000011444092,4.0,36.0,263.0,728.0,3115.0,1.0,479.0,501.0,95.60878243512974
9454.0,7.67000007629395,0.0,0.0,7.67000007629395,0.0,0.0,313.0,729.0,3145.0,1.0,327.0,373.0,87.66756032171583
8161.0,6.61999988555908,0.340000003576279,0.730000019073486,5.53999996185303,4.0,15.0,251.0,757.0,3004.0,1.0,412.0,434.0,94.93087557603687
8614.0,6.98999977111816,0.670000016689301,0.219999998807907,6.09000015258789,8.0,5.0,241.0,745.0,3006.0,1.0,414.0,428.0,96.72897196261682
6943.0,5.63000011444092,0.0799999982118607,0.660000026226044,4.86999988555908,1.0,16.0,207.0,682.0,2859.0,1.0,404.0,449.0,89.97772828507794
14370.0,11.6499996185303,0.370000004768372,2.30999994277954,8.97000026702881,5.0,46.0,439.0,577.0,3683.0,1.0,520.0,543.0,95.76427255985267
14370.0,11.6499996185303,0.370000004768372,2.30999994277954,8.97000026702881,5.0,46.0,439.0,577.0,3683.0,1.0,520.0,543.0,95.76427255985267
8232.0,6.67999982833862,0.0,0.569999992847443,6.09999990463257,0.0,12.0,253.0,746.0,2990.0,1.0,435.0,458.0,94.97816593886463
10613.0,8.60999965667725,0.0799999982118607,1.87999999523163,6.65000009536743,1.0,37.0,262.0,701.0,3172.0,1.0,416.0,431.0,96.51972157772622
9810.0,7.96000003814697,0.779999971389771,2.16000008583069,4.98000001907349,10.0,41.0,235.0,784.0,3069.0,1.0,354.0,366.0,96.72131147540983
2752.0,2.23000001907349,0.0,0.0,2.23000001907349,0.0,0.0,68.0,241.0,1240.0,1.0,404.0,442.0,91.4027149321267
11596.0,7.57000017166138,1.37000000476837,0.790000021457672,5.40999984741211,19.0,13.0,277.0,767.0,2026.0,1.0,441.0,464.0,95.04310344827587
4832.0,3.16000008583069,0.0,0.0,3.16000008583069,0.0,0.0,226.0,647.0,1718.0,2.0,455.0,488.0,93.23770491803278
17022.0,11.1199998855591,4.0,2.45000004768372,4.67000007629395,61.0,41.0,256.0,693.0,2324.0,1.0,357.0,418.0,85.4066985645933
16556.0,10.8599996566772,4.15999984741211,1.98000001907349,4.71000003814697,58.0,38.0,239.0,689.0,2254.0,1.0,377.0,409.0,92.1760391198044
5771.0,3.76999998092651,0.0,0.0,3.76999998092651,0.0,0.0,288.0,521.0,1831.0,2.0,651.0,686.0,94.89795918367348
655.0,0.430000007152557,0.0,0.0,0.430000007152557,0.0,0.0,46.0,943.0,1397.0,1.0,350.0,402.0,87.06467661691542
3727.0,2.4300000667572,0.0,0.0,2.4300000667572,0.0,0.0,206.0,622.0,1683.0,2.0,520.0,541.0,96.11829944547135
15482.0,10.1099996566772,4.28000020980835,1.6599999666214,4.17999982833862,69.0,28.0,249.0,756.0,2284.0,1.0,357.0,410.0,87.07317073170732
2713.0,1.76999998092651,0.0,0.0,1.76999998092651,0.0,0.0,148.0,598.0,1570.0,1.0,658.0,678.0,97.05014749262537
12346.0,8.0600004196167,2.95000004768372,2.16000008583069,2.96000003814697,47.0,42.0,177.0,801.0,2066.0,1.0,399.0,431.0,92.5754060324826
11682.0,7.63000011444092,1.37999999523163,0.629999995231628,5.59999990463257,25.0,16.0,270.0,781.0,2105.0,1.0,322.0,353.0,91.21813031161473
4112.0,2.69000005722046,0.0,0.0,2.6800000667572,0.0,0.0,272.0,443.0,1776.0,2.0,631.0,725.0,87.0344827586207
1807.0,1.17999994754791,0.0,0.0,1.17999994754791,0.0,0.0,104.0,582.0,1507.0,2.0,553.0,640.0,86.40625
10946.0,7.19000005722046,2.9300000667572,0.569999992847443,3.69000005722046,51.0,11.0,201.0,732.0,2033.0,1.0,433.0,468.0,92.52136752136752
11886.0,7.76000022888184,2.36999988555908,0.930000007152557,4.46000003814697,40.0,18.0,238.0,750.0,2093.0,1.0,412.0,453.0,90.94922737306842
10538.0,6.88000011444092,1.13999998569489,1.0,4.73999977111816,16.0,16.0,206.0,745.0,1922.0,1.0,347.0,391.0,88.7468030690537
11393.0,7.63000011444092,3.71000003814697,0.75,3.17000007629395,49.0,13.0,165.0,727.0,1999.0,1.0,421.0,457.0,92.12253829321662
12764.0,8.32999992370605,2.78999996185303,0.639999985694885,4.90999984741211,46.0,15.0,270.0,709.0,2169.0,1.0,450.0,495.0,90.9090909090909
1202.0,0.779999971389771,0.0,0.0,0.779999971389771,0.0,0.0,84.0,506.0,1463.0,2.0,775.0,843.0,91.93357058125741
5164.0,3.36999988555908,0.0,0.0,3.36999988555908,0.0,0.0,237.0,436.0,1747.0,2.0,622.0,686.0,90.67055393586006
9769.0,6.38000011444092,1.05999994277954,0.409999996423721,4.90000009536743,23.0,9.0,227.0,724.0,1996.0,1.0,409.0,471.0,86.83651804670913
12848.0,8.39000034332275,1.5,1.20000004768372,5.67999982833862,26.0,29.0,247.0,812.0,2116.0,1.0,380.0,429.0,88.57808857808858
4249.0,2.76999998092651,0.0,0.0,2.76999998092651,0.0,0.0,224.0,651.0,1698.0,1.0,447.0,470.0,95.1063829787234
14331.0,9.51000022888184,3.4300000667572,1.6599999666214,4.42999982833862,44.0,29.0,241.0,692.0,2156.0,1.0,419.0,464.0,90.30172413793103
9632.0,6.28999996185303,1.51999998092651,0.540000021457672,4.23000001907349,21.0,9.0,229.0,761.0,1916.0,1.0,400.0,434.0,92.16589861751152
1868.0,1.22000002861023,0.0,0.0,1.22000002861023,0.0,0.0,96.0,902.0,1494.0,1.0,442.0,470.0,94.04255319148936
6083.0,4.0,0.219999998807907,0.469999998807907,3.29999995231628,3.0,8.0,210.0,505.0,1762.0,1.0,568.0,608.0,93.42105263157895
11611.0,7.57999992370605,2.13000011444092,0.889999985694885,4.55999994277954,59.0,22.0,251.0,667.0,2272.0,1.0,453.0,494.0,91.7004048582996
16358.0,10.710000038147,3.86999988555908,1.61000001430511,5.19999980926514,61.0,40.0,265.0,707.0,2335.0,1.0,418.0,443.0,94.35665914221218
4926.0,3.22000002861023,0.0,0.0,3.22000002861023,0.0,0.0,195.0,628.0,1693.0,1.0,463.0,486.0,95.26748971193416
3121.0,2.03999996185303,0.579999983310699,0.400000005960464,1.05999994277954,8.0,6.0,48.0,222.0,741.0,1.0,438.0,475.0,92.21052631578948
8135.0,6.07999992370605,3.59999990463257,0.379999995231628,2.09999990463257,86.0,16.0,140.0,728.0,3405.0,1.0,419.0,438.0,95.662100456621
5077.0,3.78999996185303,0.319999992847443,0.219999998807907,3.25,15.0,11.0,144.0,776.0,2551.0,1.0,432.0,458.0,94.32314410480349
8596.0,6.42000007629395,3.32999992370605,0.310000002384186,2.77999997138977,118.0,30.0,176.0,662.0,4022.0,1.0,477.0,497.0,95.97585513078471
12087.0,9.07999992370605,3.92000007629395,1.60000002384186,3.55999994277954,115.0,54.0,199.0,695.0,4005.0,1.0,392.0,413.0,94.91525423728814
14269.0,10.6599998474121,6.6399998664856,1.27999997138977,2.73000001907349,184.0,56.0,158.0,472.0,4274.0,1.0,406.0,445.0,91.23595505617978
12231.0,9.14000034332275,5.98000001907349,0.829999983310699,2.3199999332428,200.0,37.0,159.0,525.0,4552.0,1.0,549.0,583.0,94.16809605488851
9893.0,7.3899998664856,4.8600001335144,0.720000028610229,1.82000005245209,114.0,32.0,130.0,623.0,3625.0,1.0,527.0,553.0,95.29837251356238
12574.0,9.42000007629395,7.01999998092651,0.639999985694885,1.75999999046326,108.0,23.0,111.0,733.0,3501.0,1.0,449.0,465.0,96.55913978494624
8330.0,6.21999979019165,4.11999988555908,0.340000003576279,1.75999999046326,87.0,16.0,113.0,773.0,3192.0,1.0,447.0,480.0,93.125
10830.0,8.09000015258789,3.65000009536743,1.6599999666214,2.77999997138977,110.0,74.0,175.0,670.0,4018.0,1.0,414.0,437.0,94.73684210526315
9172.0,6.84999990463257,2.42000007629395,0.790000021457672,3.29999995231628,62.0,30.0,200.0,823.0,3329.0,1.0,338.0,366.0,92.34972677595628
7638.0,5.71000003814697,1.21000003814697,0.360000014305115,4.1399998664856,24.0,24.0,223.0,627.0,3152.0,1.0,384.0,402.0,95.52238805970148
15764.0,11.7799997329712,7.65000009536743,2.15000009536743,1.98000001907349,210.0,65.0,141.0,425.0,4392.0,1.0,543.0,615.0,88.29268292682927
6393.0,4.78000020980835,1.35000002384186,0.670000016689301,2.75999999046326,61.0,38.0,214.0,743.0,3374.0,1.0,421.0,461.0,91.3232104121475
5325.0,3.98000001907349,0.850000023841858,0.649999976158142,2.47000002861023,38.0,32.0,181.0,759.0,3088.0,1.0,354.0,377.0,93.89920424403184
6805.0,5.1399998664856,1.80999994277954,0.400000005960464,2.9300000667572,63.0,16.0,190.0,773.0,3294.0,1.0,424.0,452.0,93.80530973451327
9841.0,7.42999982833862,3.25,1.16999995708466,3.00999999046326,99.0,51.0,141.0,692.0,3580.0,1.0,361.0,372.0,97.04301075268818
7924.0,5.92000007629395,2.83999991416931,0.610000014305115,2.47000002861023,97.0,36.0,165.0,739.0,3544.0,1.0,459.0,485.0,94.63917525773195
12363.0,9.23999977111816,5.82999992370605,0.790000021457672,2.60999989509583,207.0,45.0,163.0,621.0,4501.0,1.0,412.0,433.0,95.1501154734411
13368.0,9.98999977111816,5.30999994277954,1.44000005722046,3.24000000953674,194.0,72.0,178.0,499.0,4546.0,1.0,379.0,398.0,95.22613065326632
7439.0,5.55999994277954,1.12000000476837,0.349999994039536,4.07000017166138,37.0,20.0,235.0,732.0,3014.0,2.0,525.0,553.0,94.9367088607595
11045.0,8.25,4.51999998092651,0.150000005960464,3.5699999332428,97.0,8.0,212.0,580.0,3795.0,1.0,508.0,543.0,93.55432780847146
5206.0,3.89000010490417,1.55999994277954,0.25,2.07999992370605,25.0,9.0,141.0,631.0,2755.0,1.0,603.0,634.0,95.11041009463722
7550.0,5.6399998664856,2.5,0.469999998807907,2.67000007629395,45.0,21.0,143.0,1153.0,3004.0,1.0,74.0,78.0,94.87179487179486
8869.0,6.65000009536743,2.55999994277954,0.75,3.34999990463257,104.0,37.0,194.0,639.0,3841.0,1.0,504.0,562.0,89.6797153024911
4038.0,3.03999996185303,1.83000004291534,0.300000011920929,0.889999985694885,45.0,15.0,63.0,257.0,1665.0,1.0,431.0,476.0,90.54621848739495
14450.0,10.9099998474121,0.579999983310699,0.850000023841858,9.47999954223633,7.0,15.0,518.0,502.0,2828.0,1.0,380.0,398.0,95.47738693467338
7150.0,5.40000009536743,0.0,0.0,5.40000009536743,0.0,0.0,312.0,702.0,2225.0,2.0,336.0,350.0,96.0
5153.0,3.91000008583069,0.0,0.0,3.89000010490417,0.0,0.0,241.0,759.0,2018.0,2.0,493.0,510.0,96.66666666666667
11135.0,8.40999984741211,0.0,0.0,8.40999984741211,0.0,0.0,480.0,425.0,2606.0,1.0,465.0,492.0,94.51219512195121
10449.0,8.02000045776367,2.02999997138977,0.479999989271164,5.51999998092651,26.0,10.0,349.0,587.0,2536.0,1.0,474.0,502.0,94.42231075697211
19542.0,15.0100002288818,0.980000019073486,0.400000005960464,5.61999988555908,11.0,19.0,294.0,579.0,4900.0,1.0,508.0,550.0,92.36363636363636
8206.0,6.19999980926514,0.0,0.0,6.19999980926514,0.0,0.0,402.0,413.0,2409.0,1.0,480.0,546.0,87.91208791208791
11495.0,8.68000030517578,0.0,0.0,8.68000030517578,0.0,0.0,512.0,468.0,2651.0,1.0,492.0,539.0,91.28014842300557
7623.0,5.76000022888184,0.0,0.0,5.76000022888184,0.0,0.0,362.0,711.0,2305.0,1.0,353.0,367.0,96.18528610354224
9411.0,7.1100001335144,0.0,0.0,7.1100001335144,0.0,0.0,458.0,417.0,2576.0,1.0,542.0,557.0,97.30700179533214
3403.0,2.59999990463257,0.0,0.0,2.59999990463257,0.0,0.0,141.0,758.0,1879.0,1.0,393.0,416.0,94.47115384615384
9592.0,7.23999977111816,0.0,0.0,7.23999977111816,0.0,0.0,461.0,479.0,2560.0,1.0,600.0,636.0,94.33962264150944
8915.0,6.73000001907349,0.0,0.0,6.73000001907349,0.0,0.0,397.0,525.0,2361.0,1.0,507.0,575.0,88.17391304347825
9799.0,7.40000009536743,0.0,0.0,7.40000009536743,0.0,0.0,487.0,479.0,2636.0,1.0,392.0,415.0,94.4578313253012
3365.0,2.6800000667572,0.0,0.0,2.6800000667572,0.0,0.0,133.0,673.0,1838.0,2.0,658.0,698.0,94.26934097421203
7336.0,5.53999996185303,0.0,0.0,5.53999996185303,0.0,0.0,412.0,456.0,2469.0,2.0,498.0,507.0,98.22485207100591
7328.0,5.53000020980835,0.0,0.0,5.53000020980835,0.0,0.0,318.0,517.0,2250.0,1.0,555.0,603.0,92.03980099502488
4477.0,3.38000011444092,0.0,0.0,3.38000011444092,0.0,0.0,197.0,125.0,1248.0,1.0,492.0,522.0,94.25287356321839
4053.0,2.91000008583069,1.11000001430511,0.579999983310699,1.22000002861023,17.0,18.0,85.0,1053.0,2400.0,1.0,235.0,260.0,90.38461538461539
5162.0,3.70000004768372,0.870000004768372,0.860000014305115,1.97000002861023,14.0,24.0,105.0,863.0,2507.0,1.0,423.0,441.0,95.91836734693877
1282.0,0.920000016689301,0.0,0.0,0.920000016689301,0.0,0.0,58.0,976.0,2127.0,1.0,391.0,406.0,96.30541871921181
10199.0,6.73999977111816,3.40000009536743,0.829999983310699,2.50999999046326,50.0,14.0,189.0,796.0,1994.0,1.0,366.0,387.0,94.57364341085271
5652.0,3.74000000953674,0.569999992847443,1.21000003814697,1.96000003814697,8.0,24.0,142.0,548.0,1718.0,3.0,630.0,679.0,92.78350515463917
1551.0,1.02999997138977,0.0,0.0,1.02999997138977,0.0,0.0,86.0,862.0,1466.0,2.0,508.0,535.0,94.95327102803738
5563.0,3.6800000667572,0.0,0.0,3.6800000667572,0.0,0.0,217.0,837.0,1756.0,1.0,370.0,386.0,95.85492227979275
13217.0,8.73999977111816,3.66000008583069,0.189999997615814,4.88000011444092,50.0,3.0,280.0,741.0,2173.0,1.0,357.0,366.0,97.54098360655738
10145.0,6.71000003814697,0.330000013113022,0.680000007152557,5.69000005722046,5.0,13.0,295.0,634.0,2027.0,1.0,427.0,446.0,95.73991031390135
11404.0,7.53999996185303,0.829999983310699,2.39000010490417,4.32000017166138,13.0,42.0,238.0,689.0,2039.0,1.0,442.0,458.0,96.50655021834062
10742.0,7.09999990463257,2.09999990463257,2.13000011444092,2.86999988555908,35.0,41.0,195.0,659.0,2046.0,1.0,476.0,535.0,88.97196261682242
13928.0,9.55000019073486,4.28000020980835,0.189999997615814,5.09000015258789,48.0,4.0,297.0,639.0,2174.0,1.0,418.0,424.0,98.58490566037736
11835.0,9.71000003814697,3.99000000953674,2.09999990463257,3.50999999046326,53.0,27.0,214.0,708.0,2179.0,1.0,451.0,457.0,98.6870897155361
10725.0,7.09000015258789,1.76999998092651,1.54999995231628,3.76999998092651,30.0,33.0,240.0,659.0,2086.0,1.0,425.0,435.0,97.70114942528735
20031.0,13.2399997711182,4.19999980926514,2.0,7.03999996185303,58.0,41.0,347.0,484.0,2571.0,1.0,528.0,546.0,96.7032967032967
5029.0,3.3199999332428,0.0,0.0,3.3199999332428,0.0,0.0,199.0,720.0,1705.0,1.0,511.0,514.0,99.41634241245137
13239.0,9.27000045776367,3.01999998092651,1.67999994754791,4.46000003814697,35.0,31.0,282.0,637.0,2194.0,1.0,400.0,415.0,96.3855421686747
10433.0,6.90000009536743,2.57999992370605,0.419999986886978,3.90000009536743,36.0,7.0,254.0,680.0,2012.0,1.0,441.0,446.0,98.87892376681614
10320.0,6.82000017166138,0.550000011920929,2.01999998092651,4.25,7.0,38.0,279.0,697.0,2034.0,1.0,455.0,467.0,97.4304068522484
12627.0,8.35000038146973,2.50999999046326,0.239999994635582,5.59000015258789,38.0,8.0,288.0,621.0,2182.0,1.0,440.0,453.0,97.13024282560706
10762.0,7.1100001335144,0.819999992847443,0.479999989271164,5.80999994277954,12.0,15.0,369.0,645.0,2254.0,1.0,433.0,447.0,96.86800894854586
10081.0,6.65999984741211,2.24000000953674,0.759999990463257,3.67000007629395,32.0,16.0,237.0,731.0,2002.0,1.0,422.0,424.0,99.52830188679245
5454.0,3.60999989509583,0.0,0.0,3.60999989509583,0.0,0.0,215.0,722.0,1740.0,1.0,411.0,426.0,96.47887323943662
12912.0,8.53999996185303,1.20000004768372,2.0,5.34000015258789,18.0,39.0,313.0,655.0,2162.0,1.0,466.0,482.0,96.6804979253112
12109.0,8.11999988555908,1.74000000953674,2.03999996185303,4.32999992370605,21.0,36.0,267.0,654.0,2072.0,1.0,394.0,418.0,94.25837320574163
10147.0,6.71000003814697,0.469999998807907,1.67999994754791,4.55000019073486,15.0,36.0,284.0,683.0,2086.0,1.0,442.0,455.0,97.14285714285714
10524.0,6.96000003814697,0.990000009536743,1.1599999666214,4.80999994277954,14.0,22.0,305.0,591.0,2066.0,1.0,467.0,491.0,95.11201629327903
5908.0,3.91000008583069,0.0,0.0,3.91000008583069,0.0,0.0,299.0,717.0,1850.0,1.0,443.0,462.0,95.88744588744589
6815.0,4.5,0.0,0.0,4.5,0.0,0.0,328.0,745.0,1947.0,1.0,298.0,334.0,89.22155688622755
4188.0,2.76999998092651,0.0,0.519999980926514,2.25,0.0,14.0,151.0,709.0,1659.0,1.0,541.0,569.0,95.07908611599298
12342.0,8.72000026702881,3.90000009536743,1.17999994754791,3.65000009536743,43.0,21.0,231.0,607.0,2105.0,1.0,489.0,497.0,98.39034205231388
15448.0,10.210000038147,3.47000002861023,1.75,4.98999977111816,62.0,34.0,275.0,626.0,2361.0,1.0,469.0,481.0,97.5051975051975
6722.0,4.44000005722046,1.49000000953674,0.310000002384186,2.65000009536743,24.0,7.0,199.0,709.0,1855.0,1.0,452.0,480.0,94.16666666666667
3587.0,2.36999988555908,0.0,0.25,2.10999989509583,0.0,8.0,105.0,127.0,928.0,1.0,516.0,535.0,96.44859813084112
4631.0,3.09999990463257,0.0,0.0,3.09999990463257,0.0,0.0,203.0,1155.0,2076.0,1.0,79.0,82.0,96.34146341463415
5600.0,3.75,0.0,0.0,3.75,0.0,0.0,237.0,1142.0,2225.0,1.0,58.0,61.0,95.08196721311475
11317.0,8.40999984741211,5.26999998092651,0.150000005960464,2.97000002861023,59.0,6.0,153.0,745.0,2772.0,1.0,514.0,525.0,97.90476190476191
5813.0,3.61999988555908,0.560000002384186,0.209999993443489,2.83999991416931,31.0,26.0,155.0,744.0,2516.0,1.0,451.0,465.0,96.98924731182795
9123.0,6.11999988555908,2.02999997138977,0.330000013113022,3.66000008583069,35.0,32.0,189.0,787.0,2734.0,1.0,472.0,476.0,99.15966386554622
8585.0,5.67000007629395,2.03999996185303,1.11000001430511,2.52999997138977,30.0,21.0,139.0,864.0,2395.0,1.0,377.0,386.0,97.66839378238342
10688.0,7.28999996185303,3.52999997138977,1.23000001907349,2.50999999046326,67.0,69.0,124.0,671.0,2944.0,1.0,472.0,483.0,97.72256728778468
14365.0,10.6400003433228,7.6399998664856,0.449999988079071,2.53999996185303,87.0,13.0,145.0,797.0,2997.0,1.0,492.0,502.0,98.00796812749005
9469.0,6.17999982833862,1.36000001430511,0.300000011920929,4.51000022888184,19.0,6.0,206.0,758.0,2463.0,1.0,390.0,411.0,94.8905109489051
9753.0,6.53000020980835,2.86999988555908,0.970000028610229,2.67000007629395,58.0,59.0,153.0,762.0,2846.0,1.0,428.0,448.0,95.53571428571429
3520.0,2.16000008583069,0.0,0.0,2.15000009536743,0.0,0.0,125.0,566.0,2049.0,1.0,681.0,704.0,96.73295454545455
10091.0,6.82000017166138,3.75,0.699999988079071,2.36999988555908,69.0,39.0,129.0,706.0,2752.0,1.0,446.0,447.0,99.77628635346755
10387.0,7.07000017166138,4.15999984741211,0.769999980926514,2.11999988555908,70.0,33.0,132.0,726.0,2781.0,1.0,485.0,500.0,97.0
11107.0,8.34000015258789,5.63000011444092,0.180000007152557,2.52999997138977,55.0,6.0,145.0,829.0,2693.0,1.0,469.0,479.0,97.91231732776617
11584.0,7.80000019073486,2.78999996185303,1.63999998569489,3.35999989509583,54.0,48.0,161.0,810.0,2862.0,1.0,354.0,367.0,96.45776566757493
14560.0,9.40999984741211,3.11999988555908,1.03999996185303,5.23999977111816,42.0,17.0,308.0,584.0,2995.0,1.0,485.0,489.0,99.18200408997954
12390.0,8.06999969482422,2.29999995231628,0.899999976158142,4.84999990463257,30.0,15.0,258.0,685.0,2730.0,1.0,388.0,407.0,95.33169533169533
10052.0,6.80999994277954,3.48000001907349,0.660000026226044,2.66000008583069,66.0,26.0,139.0,737.0,2754.0,1.0,440.0,459.0,95.86056644880175
10288.0,6.76000022888184,2.74000000953674,0.850000023841858,3.16000008583069,57.0,36.0,152.0,761.0,2754.0,1.0,456.0,461.0,98.91540130151843
10988.0,8.3100004196167,5.28000020980835,0.119999997317791,2.90000009536743,45.0,12.0,135.0,843.0,2655.0,1.0,420.0,436.0,96.3302752293578
12461.0,8.38000011444092,3.8199999332428,1.42999994754791,3.11999988555908,84.0,35.0,154.0,834.0,2924.0,1.0,322.0,333.0,96.69669669669669
12827.0,8.47999954223633,1.46000003814697,2.32999992370605,4.67999982833862,20.0,42.0,209.0,621.0,2739.0,1.0,530.0,548.0,96.71532846715328
10677.0,7.09999990463257,2.30999994277954,1.52999997138977,3.25,32.0,27.0,147.0,695.0,2534.0,1.0,481.0,510.0,94.31372549019608
13566.0,9.10999965667725,4.26000022888184,1.71000003814697,3.11999988555908,67.0,50.0,171.0,743.0,2960.0,1.0,427.0,438.0,97.48858447488584
9572.0,6.51999998092651,2.89000010490417,1.38999998569489,2.23000001907349,57.0,40.0,128.0,757.0,2735.0,1.0,451.0,463.0,97.40820734341253
3789.0,2.55999994277954,0.379999995231628,0.270000010728836,1.88999998569489,5.0,4.0,58.0,343.0,1199.0,1.0,444.0,457.0,97.15536105032822
15108.0,12.1899995803833,9.57999992370605,0.230000004172325,2.38000011444092,89.0,5.0,158.0,695.0,3043.0,1.0,486.0,493.0,98.58012170385395
22359.0,17.1900005340576,12.539999961853,0.629999995231628,4.01999998092651,125.0,14.0,223.0,741.0,3554.0,1.0,331.0,337.0,98.21958456973294
19769.0,15.6700000762939,12.4399995803833,0.879999995231628,2.34999990463257,121.0,20.0,148.0,1076.0,3331.0,1.0,74.0,75.0,98.66666666666667
7626.0,6.05000019073486,0.829999983310699,0.709999978542328,4.5,65.0,15.0,156.0,723.0,3635.0,1.0,338.0,356.0,94.9438202247191
12386.0,9.81999969482422,4.96000003814697,0.649999976158142,4.21000003814697,116.0,14.0,169.0,680.0,4079.0,2.0,447.0,487.0,91.78644763860369
